,Species,Country_of_Origin,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,Category_One_Defects,Color,Category_Two_Defects,Certification_Body,altitude_mean_meters,Total_Cup_Points,Points_Tiers
585,Arabica,Taiwan,2016,Yellow Bourbon,Natural/Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,7.67,0.0,0,Green,0,Specialty Coffee Association,650.0,82.75,Good Specialty
587,Arabica,Costa Rica,2016,Caturra,Washed/Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,0.09,0,Bluish-Green,1,Specialty Coffee Association of Costa Rica,1850.0,82.75,Good Specialty
588,Arabica,Honduras,2017,Caturra,Natural/Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,0.09,0,Green,6,Instituto Hondureño del Café,1400.0,82.75,Good Specialty
589,Arabica,Brazil,2015,Yellow Bourbon,Pulped natural/honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,0.11,0,Bluish-Green,1,Brazil Specialty Coffee Association,905.0,82.75,Good Specialty
590,Arabica,China,2015,Catimor,Natural/Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,0.1,0,Green,0,Yunnan Coffee Exchange,1100.0,82.75,Good Specialty
591,Arabica,China,2015,Catimor,Washed/Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,2,Yunnan Coffee Exchange,1500.0,82.75,Good Specialty
592,Arabica,Colombia,2014,Caturra,Washed/Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,0.0,0,Blue-Green,2,Almacafé,1775.0,82.75,Good Specialty
593,Arabica,Malawi,2014,Gesha,Washed/Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,0.12,0,Bluish-Green,0,Africa Fine Coffee Association,1442.0,82.75,Good Specialty
594,Arabica,Guatemala,2014,Pacas,Washed/Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,0.13,0,Green,2,Asociacion Nacional Del Café,1524.0,82.75,Good Specialty
595,Arabica,Colombia,2014,Typica,Washed/Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,0.12,0,Green,0,Almacafé,165.0,82.75,Good Specialty
598,Arabica,Colombia,2013,Caturra,Washed/Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,0.1,0,Green,2,Specialty Coffee Association of Costa Rica,1300.0,82.75,Good Specialty
599,Arabica,Mexico,2013,Typica,Washed/Wet,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.12,0,Green,6,AMECAFE,1550.0,82.75,Good Specialty
602,Arabica,Colombia,2012,Caturra,Washed/Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.5,0.0,0,Blue-Green,0,Almacafé,1625.0,82.75,Good Specialty
603,Arabica,Colombia,2012,Caturra,Washed/Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,Green,3,Almacafé,1775.0,82.75,Good Specialty
605,Arabica,Panama,2012,Catuai,Washed/Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,7.58,0.0,0,Green,4,Specialty Coffee Association,1100.0,82.75,Good Specialty
607,Arabica,Brazil,2018,Bourbon,Natural/Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,7.5,0.0,0,Green,4,Brazil Specialty Coffee Association,890.0,82.67,Good Specialty
608,Arabica,Brazil,2016,Bourbon,Natural/Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,Bluish-Green,3,Brazil Specialty Coffee Association,934.0,82.67,Good Specialty
609,Arabica,Laos,2015,Catimor,Washed/Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,7.58,0.13,0,Bluish-Green,0,Blossom Valley International,1300.0,82.67,Good Specialty
610,Arabica,El Salvador,2016,Pacas,Washed/Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,0.0,0,Green,7,Salvadoran Coffee Council,1200.0,82.67,Good Specialty
613,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.0,0,Green,0,Brazil Specialty Coffee Association,1.0,82.67,Good Specialty
615,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,0.12,0,Green,0,Africa Fine Coffee Association,1700.0,82.67,Good Specialty
616,Arabica,"Tanzania, United Republic Of",2014,Bourbon,Washed/Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,0.12,0,Green,4,Africa Fine Coffee Association,1550.0,82.67,Good Specialty
617,Arabica,Taiwan,2014,Typica,Washed/Wet,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,7.08,0.08,0,Green,0,Blossom Valley International,1200.0,82.67,Good Specialty
618,Arabica,Mexico,2014,Typica,Natural/Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,0,AMECAFE,1296.0,82.67,Good Specialty
619,Arabica,Uganda,2013,SL14,Washed/Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,Green,0,Uganda Coffee Development Authority,1650.0,82.67,Good Specialty
620,Arabica,Taiwan,2014,Typica,Washed/Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,0,Blossom Valley International,1240.0,82.67,Good Specialty
621,Arabica,Thailand,2013,Caturra,Washed/Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,0.11,0,Bluish-Green,0,Specialty Coffee Institute of Asia,1500.0,82.67,Good Specialty
622,Arabica,Colombia,2012,Caturra,Washed/Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,0.11,0,Bluish-Green,3,Almacafé,1800.0,82.67,Good Specialty
624,Arabica,Guatemala,2012,Caturra,Washed/Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,0,Asociacion Nacional Del Café,1500.0,82.67,Good Specialty
633,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,Green,2,Asociacion Nacional Del Café,1219.2,82.58,Good Specialty
634,Arabica,Taiwan,2016,Typica,Pulped natural/honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,0,Specialty Coffee Association,1050.0,82.58,Good Specialty
638,Arabica,Indonesia,2015,Typica,Semi-washed/Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,0.13,0,Blue-Green,6,Torch Coffee Lab Yunnan,1250.0,82.58,Good Specialty
640,Arabica,Thailand,2014,Caturra,Washed/Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,0.12,0,Blue-Green,1,Specialty Coffee Institute of Asia,1450.0,82.58,Good Specialty
642,Arabica,Uganda,2013,SL14,Natural/Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,0,Uganda Coffee Development Authority,1650.0,82.58,Good Specialty
643,Arabica,Costa Rica,2013,Catuai,Washed/Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,0.11,0,Green,3,Specialty Coffee Association of Costa Rica,1300.0,82.58,Good Specialty
646,Arabica,Colombia,2013,Caturra,Washed/Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,Blue-Green,3,Almacafé,1750.0,82.58,Good Specialty
648,Arabica,Colombia,2013,Caturra,Washed/Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,0.11,0,Green,0,Almacafé,1750.0,82.58,Good Specialty
649,Arabica,Mexico,2012,Typica,Washed/Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.1,0,Green,6,AMECAFE,1250.0,82.58,Good Specialty
650,Arabica,Mexico,2012,Typica,Washed/Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,7.5,0.12,0,Green,0,AMECAFE,1150.0,82.58,Good Specialty
651,Arabica,Colombia,2012,Caturra,Washed/Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,7.67,0.11,2,Green,2,Almacafé,1775.0,82.58,Good Specialty
653,Arabica,Brazil,2018,Bourbon,Natural/Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.11,0,Green,4,Brazil Specialty Coffee Association,890.0,82.5,Good Specialty
654,Arabica,Indonesia,2017,Other,Washed/Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,0.11,0,Green,5,Specialty Coffee Association of Indonesia,1250.0,82.5,Good Specialty
655,Arabica,Honduras,2017,Caturra,Washed/Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,Green,4,Instituto Hondureño del Café,1400.0,82.5,Good Specialty
656,Arabica,Guatemala,2016,Bourbon,Washed/Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,0.1,0,Green,2,Asociacion Nacional Del Café,1219.2,82.5,Good Specialty
659,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,Green,1,Africa Fine Coffee Association,1600.0,82.5,Good Specialty
661,Arabica,Mexico,2013,Other,Washed/Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,7.58,0.0,0,Green,1,Specialty Coffee Association,1600.0,82.5,Good Specialty
662,Arabica,Brazil,2014,Yellow Bourbon,Semi-washed/Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,0.11,0,Bluish-Green,0,Specialty Coffee Association,1260.0,82.5,Good Specialty
663,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,0.12,0,Green,4,Asociacion Nacional Del Café,1310.64,82.5,Good Specialty
664,Arabica,Colombia,2013,Caturra,Washed/Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,0.11,0,Green,1,Almacafé,1750.0,82.5,Good Specialty
665,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,0.11,0,Green,0,Asociacion Nacional Del Café,1310.64,82.5,Good Specialty
666,Arabica,Mexico,2012,Typica,Washed/Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.58,0.13,0,None,10,AMECAFE,1679.0,82.5,Good Specialty
667,Arabica,Mexico,2012,Typica,Washed/Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,0.12,0,Green,5,AMECAFE,1100.0,82.5,Good Specialty
670,Arabica,Brazil,2012,Bourbon,Semi-washed/Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,0.0,0,Blue-Green,4,NUCOFFEE,1250.0,82.5,Good Specialty
671,Arabica,Colombia,2012,Caturra,Washed/Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,0.11,1,Green,3,Almacafé,1775.0,82.5,Good Specialty
674,Arabica,Honduras,2017,Other,Washed/Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.12,0,Green,6,Specialty Coffee Association,1500.0,82.42,Good Specialty
675,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,0.1,0,Green,2,Asociacion Nacional Del Café,1700.0,82.42,Good Specialty
676,Arabica,Guatemala,2016,Bourbon,Washed/Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,0.12,0,Green,0,Asociacion Nacional Del Café,1700.0,82.42,Good Specialty
677,Arabica,Guatemala,2017,Bourbon,Washed/Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,Green,0,Asociacion Nacional Del Café,157.8864,82.42,Good Specialty
679,Arabica,Colombia,2016,Caturra,Washed/Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,0.11,0,Green,1,Almacafé,1600.0,82.42,Good Specialty
680,Arabica,China,2015,Catimor,Washed/Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,0.1,0,Green,0,Yunnan Coffee Exchange,1600.0,82.42,Good Specialty
682,Arabica,"Tanzania, United Republic Of",2016,Ruiru 11,Washed/Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,0.13,0,Green,7,Africa Fine Coffee Association,2285.0,82.42,Good Specialty
683,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,0.0,0,Green,0,Brazil Specialty Coffee Association,1.0,82.42,Good Specialty
684,Arabica,Guatemala,2013,Caturra,Washed/Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,0.1,0,Green,0,Specialty Coffee Association of Costa Rica,1400.0,82.42,Good Specialty
685,Arabica,Mexico,2014,Typica,Washed/Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,0,AMECAFE,1296.0,82.42,Good Specialty
686,Arabica,Brazil,2012,Catuai,Semi-washed/Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,Blue-Green,1,NUCOFFEE,1000.0,82.42,Good Specialty
688,Arabica,Brazil,2014,Yellow Bourbon,Natural/Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,0.0,0,Green,0,Specialty Coffee Association,1260.0,82.42,Good Specialty
689,Arabica,Mexico,2013,Bourbon,Washed/Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,0.12,0,Green,0,AMECAFE,1170.0,82.42,Good Specialty
691,Arabica,Colombia,2013,Caturra,Washed/Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.11,0,Green,9,Almacafé,1775.0,82.42,Good Specialty
692,Arabica,Mexico,2013,Typica,Washed/Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,0.12,0,Green,5,AMECAFE,1560.0,82.42,Good Specialty
693,Arabica,Mexico,2012,Typica,Semi-washed/Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.13,0,Green,2,AMECAFE,1400.0,82.42,Good Specialty
694,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.14,0,Green,9,AMECAFE,1300.0,82.42,Good Specialty
695,Arabica,Mexico,2012,Caturra,Washed/Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,0.13,0,Green,1,AMECAFE,1170.0,82.42,Good Specialty
696,Arabica,Mexico,2012,Typica,Washed/Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,0,AMECAFE,1300.0,82.42,Good Specialty
697,Arabica,Mexico,2012,Pacamara,Washed/Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.14,0,Green,6,AMECAFE,1350.0,82.42,Good Specialty
698,Arabica,Mexico,2012,Caturra,Washed/Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,0,AMECAFE,1150.0,82.42,Good Specialty
700,Arabica,Mexico,2012,Typica,Washed/Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,0.12,0,Bluish-Green,0,AMECAFE,1450.0,82.42,Good Specialty
703,Arabica,Colombia,2011,Caturra,Washed/Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,0.0,0,Green,2,Almacafé,1750.0,82.42,Good Specialty
705,Arabica,Honduras,2017,Caturra,Washed/Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,0.1,0,Green,8,Instituto Hondureño del Café,1396.0,82.33,Good Specialty
706,Arabica,Brazil,2016,Catuai,Natural/Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,0.11,0,Green,11,Brazil Specialty Coffee Association,982.0,82.33,Good Specialty
708,Arabica,Brazil,2016,Bourbon,Natural/Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,0.11,0,Bluish-Green,3,Brazil Specialty Coffee Association,934.0,82.33,Good Specialty
709,Arabica,Costa Rica,2015,Caturra,Washed/Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,0.1,6,Bluish-Green,3,Specialty Coffee Association of Costa Rica,1850.0,82.33,Good Specialty
710,Arabica,Costa Rica,2015,Catuai,Washed/Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,0.0,0,Green,0,Specialty Coffee Association of Costa Rica,1550.0,82.33,Good Specialty
711,Arabica,China,2015,Catimor,Pulped natural/honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.12,0,Green,2,Yunnan Coffee Exchange,1580.0,82.33,Good Specialty
712,Arabica,Brazil,2016,Bourbon,Natural/Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,0.07,0,Green,0,Specialty Coffee Association,1268.0,82.33,Good Specialty
714,Arabica,Guatemala,2015,Bourbon,Washed/Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,0.1,0,Green,6,Asociacion Nacional Del Café,1676.4,82.33,Good Specialty
715,Arabica,Malawi,2014,Gesha,Washed/Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,0.12,0,Green,0,Africa Fine Coffee Association,1450.0,82.33,Good Specialty
716,Arabica,Brazil,2015,Bourbon,Natural/Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,0.11,0,Blue-Green,0,Specialty Coffee Association,1100.0,82.33,Good Specialty
717,Arabica,Guatemala,2014,Pacas,Washed/Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,0.12,0,Green,3,Asociacion Nacional Del Café,1524.0,82.33,Good Specialty
719,Arabica,Colombia,2013,Caturra,Washed/Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,0.1,0,Green,2,Specialty Coffee Association of Costa Rica,1300.0,82.33,Good Specialty
720,Arabica,Taiwan,2014,Typica,Semi-washed/Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.11,0,Green,0,Blossom Valley International,200.0,82.33,Good Specialty
721,Arabica,Taiwan,2014,Typica,Washed/Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.11,0,Green,0,Blossom Valley International,600.0,82.33,Good Specialty
722,Arabica,Guatemala,2013,Bourbon,Washed/Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,0.12,2,Green,1,Asociacion Nacional Del Café,1310.64,82.33,Good Specialty
723,Arabica,Colombia,2013,Caturra,Washed/Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,0.0,0,Green,1,Almacafé,1750.0,82.33,Good Specialty
724,Arabica,Mexico,2013,Typica,Washed/Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,3,AMECAFE,1300.0,82.33,Good Specialty
726,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,3,Asociacion Nacional Del Café,1752.6,82.33,Good Specialty
727,Arabica,Mexico,2012,Typica,Natural/Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,0.15,1,None,8,AMECAFE,441.0,82.33,Good Specialty
728,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,0.13,0,Green,9,AMECAFE,1170.0,82.33,Good Specialty
729,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,0.1,2,Green,5,Asociacion Nacional Del Café,1310.64,82.33,Good Specialty
730,Arabica,Brazil,2012,Mundo Novo,Natural/Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,2,NUCOFFEE,1100.0,82.33,Good Specialty
731,Arabica,Mexico,2012,Typica,Washed/Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,0.11,0,Green,0,AMECAFE,1300.0,82.33,Good Specialty
732,Arabica,Brazil,2012,Mundo Novo,Washed/Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.11,0,Green,2,NUCOFFEE,950.0,82.33,Good Specialty
733,Arabica,Colombia,2012,Caturra,Natural/Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,0.0,0,Green,0,Almacafé,442.0,82.33,Good Specialty
736,Arabica,Guatemala,2016,Pacas,Washed/Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,2,Asociacion Nacional Del Café,1450.0,82.25,Good Specialty
737,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,0.0,0,Green,9,Brazil Specialty Coffee Association,1.0,82.25,Good Specialty
738,Arabica,El Salvador,2014,Bourbon,Washed/Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,0,Green,0,Salvadoran Coffee Council,1500.0,82.25,Good Specialty
739,Arabica,Honduras,2015,Catuai,Washed/Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,2,Instituto Hondureño del Café,1350.0,82.25,Good Specialty
740,Arabica,Malawi,2014,Gesha,Washed/Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.13,0,Blue-Green,0,Africa Fine Coffee Association,1180.0,82.25,Good Specialty
741,Arabica,Brazil,2015,Bourbon,Natural/Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,0.11,0,Green,0,Specialty Coffee Association,1100.0,82.25,Good Specialty
742,Arabica,Taiwan,2014,Typica,Washed/Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,0.11,0,Green,0,Blossom Valley International,650.0,82.25,Good Specialty
743,Arabica,Mexico,2013,Mundo Novo,Washed/Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,Blue-Green,4,AMECAFE,1338.0,82.25,Good Specialty
745,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,0.16,3,None,8,AMECAFE,533.0,82.25,Good Specialty
746,Arabica,Guatemala,2012,Bourbon,Washed/Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,2,Asociacion Nacional Del Café,1390.8024,82.25,Good Specialty
747,Arabica,Mexico,2012,Bourbon,Washed/Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,0.13,0,Green,3,AMECAFE,1170.0,82.25,Good Specialty
748,Arabica,Mexico,2012,Typica,Washed/Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,0.12,0,Green,13,AMECAFE,1250.0,82.25,Good Specialty
750,Arabica,Mexico,2012,Typica,Washed/Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,0.11,0,Green,0,AMECAFE,1100.0,82.25,Good Specialty
751,Arabica,Mexico,2012,Typica,Washed/Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.1,0,Green,3,AMECAFE,900.0,82.25,Good Specialty
752,Arabica,Colombia,2012,Caturra,Washed/Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,0.12,0,Green,1,Almacafé,1750.0,82.25,Good Specialty
753,Arabica,Colombia,2012,Caturra,Washed/Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,0,Almacafé,1775.0,82.25,Good Specialty
756,Arabica,Brazil,2016,Bourbon,Natural/Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,5,Brazil Specialty Coffee Association,934.0,82.17,Good Specialty
757,Arabica,Honduras,2015,Caturra,Washed/Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,Bluish-Green,2,Instituto Hondureño del Café,1500.0,82.17,Good Specialty
759,Arabica,"Tanzania, United Republic Of",2015,Bourbon,Washed/Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,0.13,1,Green,6,Africa Fine Coffee Association,1650.0,82.17,Good Specialty
760,Arabica,"Tanzania, United Republic Of",2016,Other,Washed/Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,0.12,0,Green,1,Tanzanian Coffee Board,1600.0,82.17,Good Specialty
761,Arabica,Brazil,2016,Yellow Bourbon,Natural/Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,0.0,0,Green,1,Brazil Specialty Coffee Association,1.0,82.17,Good Specialty
763,Arabica,Honduras,2015,Catuai,Washed/Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,0.11,0,Green,2,Instituto Hondureño del Café,1350.0,82.17,Good Specialty
764,Arabica,Guatemala,2014,Bourbon,Washed/Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,0.09,0,Blue-Green,4,Blossom Valley International,1500.0,82.17,Good Specialty
766,Arabica,"Tanzania, United Republic Of",2014,Other,Washed/Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,0.12,0,Green,1,Africa Fine Coffee Association,1700.0,82.17,Good Specialty
767,Arabica,Mexico,2013,Other,Washed/Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,0.12,0,Green,0,AMECAFE,1100.0,82.17,Good Specialty
768,Arabica,Mexico,2013,Other,Washed/Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,0.1,1,None,1,Specialty Coffee Association,1400.0,82.17,Good Specialty
